10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,CollegeState_Andhra Pradesh,CollegeState_Assam,CollegeState_Bihar,CollegeState_Chhattisgarh,CollegeState_Delhi,CollegeState_Goa,CollegeState_Gujarat,CollegeState_Haryana,CollegeState_Himachal Pradesh,CollegeState_Jammu and Kashmir,CollegeState_Jharkhand,CollegeState_Karnataka,CollegeState_Kerala,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Meghalaya,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Sikkim,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Union Territory,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Gender_f,Gender_m,CollegeTier_1,CollegeTier_2,Specialization_CE,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other,GraduationYear_0,GraduationYear_2007,GraduationYear_2009,GraduationYear_2010,GraduationYear_2011,GraduationYear_2012,GraduationYear_2013,GraduationYear_2014,GraduationYear_2015,GraduationYear_2016,GraduationYear_2017
86.4,83.2,74.25,615,605,680,0.943272158,0,452,407,0,0,0,0,-1.0208,-0.2871,-0.2974,1.4136,0.8637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,69,70,555,365,565,0.008154775,0,133,0,0,0,0,0,0.2009,-2.6193,-2.3759,-0.0552,0.1864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67.42,85.5,75.04,590,520,605,0.842248322,515,0,469,0,0,0,0,0.1282,-0.4536,-0.2974,0.5262,-2.0105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,68,80,500,510,485,0.942116551,575,0,0,0,0,0,0,-1.0208,0.8784,0.7785,1.9207,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83.8,70.83,70,570,630,635,0.864685413,525,0,0,0,0,0,0,-0.159,1.2114,1.2396,-0.6147,1.6302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81.2,62.2,65.16,595,544,455,0.376059587,0,300,0,0,0,500,0,0.6646,0.3448,0.3817,-0.5253,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,77,75.2,345,585,395,0.190153406,315,0,0,0,0,0,0,-0.1082,0.0328,-0.4891,-0.2902,0.5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81.6,77.6,90,505,545,525,0.916869961,555,0,0,0,0,0,0,0.2009,-0.4353,-0.0537,-1.3478,0.5024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,69.8,67.84,420,385,440,0.23780284,395,0,315,0,0,0,0,0.5591,0.3789,0.9322,-0.7415,-0.0943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,85,77,565,465,535,0.635978756,445,0,0,0,0,0,0,-2.5811,-0.7473,0.9623,1.8249,0.8183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,71,76,385,475,445,0.488347977,405,0,0,0,0,0,0,0.51,0.3448,-0.0537,-0.6428,0.5024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82.8,92.4,74.5,395,510,605,0.338786347,385,292,0,0,0,0,0,0.99,0.7119,1.2396,-1.6289,1.0554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,67,62,370,370,320,0.144789889,405,0,284,0,0,0,0,0.1282,1.0449,0.9322,1.9207,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84.16,81.7,66.07,440,485,605,0.978799293,495,0,561,0,0,0,0,1.8517,0.7119,1.0859,-0.7415,-0.2859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76.2,63.8,66,455,455,465,0.144789889,335,0,284,0,0,0,0,-1.308,0.3789,-0.9122,0.2727,0.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71.5,68,69,450,620,430,0.486747008,405,0,376,0,0,0,0,-1.8825,0.5454,0.4711,2.6814,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
90,97,84,515,595,625,0.916869961,555,0,0,0,0,0,0,1.6692,1.5928,0.9623,-1.0541,0.6603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
61,67,79,455,460,510,0.899843844,544,0,0,0,0,0,0,-0.7335,-0.7866,0.7785,-1.3753,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,87.7,70.02,510,420,320,0,385,0,284,0,0,0,0,1.9953,0.5454,0.1637,0.5262,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84.6,75.25,70.56,305,375,555,0.563267824,425,0,0,0,0,0,0,-0.4173,-1.0593,-0.0537,-1.2303,-0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,81.1,70.1,645,554,655,0.81941653,505,0,0,0,0,0,0,-0.4173,1.2808,-0.1988,1.8543,0.6603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76,78,69.01,360,590,535,0.81941653,505,0,0,0,0,0,0,-2.7443,-1.9521,-1.9881,-0.1076,-1.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,78,70.26,415,415,425,0.694479328,375,366,0,0,0,260,0,-0.1082,1.2808,0.5269,-0.5253,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,80,78,455,684,635,0.974396113,615,0,0,0,0,0,0,1.1283,-0.6693,0.0552,-2.0529,-0.9194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77.8,74.2,72.7,405,510,545,0.864685413,525,0,0,0,0,0,0,-0.0154,0.8784,1.2396,1.5404,1.6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
71.5,70,81.3,535,510,475,0.744758354,525,0,438,0,0,0,0,0.99,0.0459,-0.1437,0.0192,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76.17,78,73.17,535,510,620,0.942116551,575,0,0,0,0,0,0,-1.4517,0.0459,0.9322,-0.7415,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74.4,56,60.9,575,615,425,0.525922584,415,0,0,0,0,0,0,-0.5719,1.5928,0.2366,-0.8778,0.3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
87.6,96,78.4,555,545,780,0.971663491,405,0,0,553,0,0,0,-0.3027,0.5454,1.0859,0.3995,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
55,43,62,305,415,285,0.24545566,335,0,0,0,0,0,0,0.51,0.4488,0.065,-1.1911,0.1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68.6,62.6,74.95,325,435,340,0,0,0,0,0,0,0,0,-0.3027,-1.4526,-0.2974,1.6672,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74.5,69.5,85,440,510,665,0.911395278,465,0,500,0,0,0,0,1.2772,0.7119,1.547,-0.1076,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76.64,61.16,61.48,535,455,355,0.04099931,425,0,223,0,0,0,0,-0.0154,0.3789,1.2396,-0.8682,0.8637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78.13,56.12,74.6,415,475,340,0.694479328,0,366,0,0,0,0,0,1.4208,0.7119,0.9322,-0.1076,-0.2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67.6,68.3,67,605,455,455,0.81941653,505,0,0,0,0,0,0,-1.3447,-1.5273,-2.3759,0.6498,-0.7615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79.6,81.4,72.2,350,470,485,0.725984148,0,0,0,438,0,0,0,1.1336,-0.1206,-0.7585,-1.7556,-0.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81,77,74,695,555,415,0.622642916,515,0,407,0,0,0,0,0.1282,0.8784,-0.2974,0.3995,-0.4776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61.69,60.66,77.5,440,605,520,0.356536488,575,0,346,0,0,0,0,0.5591,0.3789,0.6248,0.3995,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,82,71,485,505,505,0.600057182,435,0,0,0,0,0,0,-1.0355,-0.1232,0.2366,-0.6428,-0.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,79,81.2,475,545,455,0.008154775,415,133,0,0,0,0,0,0.8192,0.2668,-0.2714,-1.11277,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89.8,60,74,640,540,485,0,475,0,0,0,0,0,0,1.8517,1.5444,1.3933,-1.8824,1.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,69.58,79,385,515,555,0.670743151,455,0,0,0,0,0,0,0.51,1.4368,-0.1988,-1.11277,0.4234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88.8,70.04,76,650,680,485,0.356536488,415,0,346,0,0,0,0,-1.1644,0.0459,0.1637,-0.2344,-1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,68,71,615,450,310,0.649389715,0,356,0,0,0,484,0,-1.0208,0.0459,-0.9122,-0.4879,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79.6,65.6,67,485,470,430,0.81941653,505,0,0,0,0,0,0,-1.8083,-1.8393,-1.1422,1.0024,-1.2354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81.7,88.7,75.35,335,530,430,0.842248322,505,0,469,0,0,0,0,0.99,0.8784,0.9322,-1.3753,0.2889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75.4,49,74,440,555,430,0,0,0,0,0,0,0,0,-2.7443,0.8027,-0.1996,-1.3753,0.585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,66.8,68.5,370,470,260,0.053160305,385,196,0,0,0,0,0,1.1336,1.7109,0.1637,0.7798,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
65.3,74,89,505,555,715,0.953899775,585,0,530,0,0,0,0,0.2718,0.3789,-0.4511,0.3995,0.6721,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94.2,89.8,80.6,475,525,665,0.938399137,345,0,0,0,553,0,0,0.4155,0.3789,-0.6048,-0.7415,0.2889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82.46,79.67,69.46,395,495,470,0.971663491,0,0,0,553,0,0,0,0.1282,-0.1206,-0.6048,1.0333,-0.8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
80,62.6,78,445,485,415,0.910770164,0,433,0,0,0,0,0,1.6692,1.2808,0.9623,0.1798,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64.57,49.67,81.48,380,560,455,0.486747008,565,0,376,0,0,0,0,-0.3027,-0.1206,-0.2974,0.7798,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78.1,72.6,74.8,450,425,485,0.694479328,0,366,0,0,0,473,0,-0.0154,-1.1196,-1.2196,0.3995,-1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72.2,69.2,63.4,475,460,615,0.486747008,515,0,376,0,0,0,0,1.5644,0.5454,0.6248,-1.8824,0.4805,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66.3,66.67,68.75,505,415,395,0.765673581,485,0,0,0,0,0,0,-1.3447,0.5008,-1.3599,1.4724,-0.6035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,73.8,69.75,275,400,385,0.725984148,365,0,0,438,0,0,0,0.4155,-0.1206,0.4711,1.4136,0.6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70.4,53.6,76.5,430,525,560,0.952245573,585,0,0,0,0,0,0,1.1336,1.0449,1.547,-0.1076,1.6302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,66.6,70,370,300,485,0.356536488,435,0,346,0,0,0,0,-0.5899,-3.1176,-0.7585,-0.2344,-2.5853,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
71.5,68,72.18,285,630,665,0.450876584,395,0,0,0,0,0,0,-1.308,-2.1186,-1.0659,0.653,-2.5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,73.4,75.8,650,605,680,0.928793649,0,0,438,0,0,446,0,0.2718,0.0459,0.3174,-0.7415,-2.2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,72.5,66.43,525,360,370,0.298769129,0,0,0,0,356,0,0,-0.0154,1.0449,-0.1437,-0.6147,1.4386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,88,70.68,735,535,625,0.995265706,475,533,0,0,0,473,0,-2.1175,-1.8393,-3.537,2.1774,-0.4455,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83.4,80,62,565,435,554,0.991397584,385,516,0,0,0,0,0,-1.4992,0.3448,1.1074,1.4724,0.5419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,88,69,580,485,665,0.622642916,505,0,407,0,0,0,0,0.2718,0.0459,0.3174,0.0192,-0.4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81.3,76.3,78,545,505,525,0.229481755,395,266,0,0,0,0,0,-0.5719,0.6568,-0.344,-0.6428,-0.4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
76,80,65,465,510,530,0.670743151,455,0,0,0,0,0,0,-0.5899,0.2124,0.4711,-0.7415,0.2889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,76,76.5,465,435,415,0.413838256,385,0,0,0,0,0,0,-0.4173,0.5008,-0.7794,0.5323,0.3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,82.1,85,640,530,705,0.486747008,615,0,376,0,0,0,0,0.99,0.7119,-0.1437,-1.1218,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,78.8,71,555,610,795,0.996744487,495,0,623,0,0,0,0,-0.3027,0.3789,-0.2974,-0.6147,-0.8608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.13,74,65.6,475,610,415,0.916869961,555,0,0,0,0,0,0,0.99,-0.2871,-0.2974,0.5262,-2.3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
59.71,54.14,74.2,265,420,310,0.144789889,295,0,284,0,0,0,0,-0.3027,-1.2861,0.7785,0.2727,-1.4356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81.8,71,65.5,405,625,390,0.81941653,505,0,0,0,0,0,0,-0.0154,0.5454,1.547,-0.995,0.8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,74,64.4,535,475,515,0.376059587,0,300,0,0,0,340,0,0.2718,0.7119,0.9322,-0.3612,-0.6692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78.8,87,77.4,570,630,870,0.979521744,625,0,0,0,0,0,0,0.5591,0.0459,0.1637,0.1459,0.4805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80.67,75.67,81.4,515,365,535,0,0,0,0,0,0,0,0,0.626,-0.1232,-0.0537,-0.17277,-0.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77.88,81.5,58.54,630,580,485,0.436962648,395,0,0,0,0,324,0,-0.8772,-1.2861,-0.9122,1.9207,0.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,67.6,63.99,465,620,635,0.983749967,635,0,0,0,0,0,0,-2.1698,-2.1186,-1.2196,0.0192,-2.9686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82.4,68,67.23,555,485,445,0.488347977,405,0,0,0,0,0,0,1.4374,0.9688,-0.0537,-1.11277,-0.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73.2,57.6,68.2,475,505,375,0.622642916,0,0,407,0,0,0,0,-0.0154,0.5454,0.7785,-1.5021,-1.0524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
